FID,Zone,Longitude,Latitude,Azimuth,TCD,SHAPE_Leng,SCE,NSM,EPR,EPRunc,LRR,LR2,LSE,LCI90,WLR,WR2,WSE,WCI90,SLA_Interp
141,Manda_TanaRiver,40.83579879,-2.369018043,255.85,3525,2526.269194,14.28,-9.76,-0.41,0.59,-0.22,0.25,2.9,0.14,-0.155711469,0.25,0.29,0.14,0.937154324
142,Manda_TanaRiver,40.83585699,-2.369206975,255.99,3550,2524.570794,15.1,-9.77,-0.41,0.59,-0.23,0.25,3.01,0.14,-0.151410113,0.25,0.3,0.14,0.937154324
143,Manda_TanaRiver,40.8359152,-2.369395943,256.14,3575,2522.88738,15.91,-9.47,-0.39,0.59,-0.23,0.25,3.07,0.15,-0.162061043,0.25,0.31,0.15,0.937154324
144,Manda_TanaRiver,40.83597316,-2.369585013,256.28,3600,2521.159234,16.73,-9,-0.37,0.59,-0.24,0.26,3.12,0.15,-0.170030199,0.26,0.31,0.15,0.937154324
145,Manda_TanaRiver,40.83602355,-2.369770426,256.45,3625,2519.763321,18.24,-9.24,-0.39,0.59,-0.28,0.3,3.22,0.15,-0.194785585,0.3,0.32,0.15,0.937154324
146,Manda_TanaRiver,40.83607251,-2.369951484,256.64,3650,2518.475315,19.14,-9.14,-0.38,0.59,-0.3,0.32,3.31,0.16,-0.20015126,0.32,0.33,0.16,0.937154324
147,Manda_TanaRiver,40.83612012,-2.370132899,256.84,3675,2517.525827,18.89,-8.64,-0.36,0.59,-0.3,0.33,3.27,0.16,-0.202150972,0.33,0.33,0.16,0.937154324
148,Manda_TanaRiver,40.83616256,-2.370315336,257.03,3700,2517.777802,18.43,-9.12,-0.38,0.59,-0.33,0.34,3.37,0.16,-0.222055533,0.34,0.34,0.16,0.926486043
149,Manda_TanaRiver,40.8362014,-2.370483022,257.3,3725,2517.99357,17.44,-8.81,-0.37,0.59,-0.32,0.35,3.28,0.16,-0.220231686,0.35,0.33,0.16,0.926486043
150,Manda_TanaRiver,40.83623522,-2.37065111,257.58,3750,2518.248489,16.74,-8.97,-0.37,0.59,-0.33,0.35,3.35,0.16,-0.215518686,0.35,0.33,0.16,0.926486043
151,Manda_TanaRiver,40.83626657,-2.370814969,257.88,3775,2518.901432,16.47,-9.21,-0.38,0.59,-0.35,0.36,3.48,0.17,-0.235028695,0.36,0.35,0.17,0.926486043
152,Manda_TanaRiver,40.8362979,-2.370978794,258.17,3800,2519.622126,15.8,-9.15,-0.38,0.59,-0.35,0.36,3.53,0.17,-0.248171173,0.36,0.35,0.17,0.926486043
153,Manda_TanaRiver,40.83632848,-2.371142741,258.47,3825,2520.58363,15.26,-9.26,-0.39,0.59,-0.37,0.36,3.67,0.17,-0.259255603,0.36,0.37,0.17,0.926486043
154,Manda_TanaRiver,40.83635651,-2.371303442,258.79,3850,2522.026366,15.22,-9.83,-0.41,0.59,-0.38,0.36,3.82,0.18,-0.261066117,0.36,0.38,0.18,0.926486043
155,Manda_TanaRiver,40.8363839,-2.371468725,259.08,3875,2523.40331,15.18,-10.45,-0.44,0.59,-0.4,0.36,4,0.19,-0.269495578,0.36,0.4,0.19,0.926486043
156,Manda_TanaRiver,40.83641039,-2.371634134,259.38,3900,2524.643032,14.66,-10.24,-0.43,0.59,-0.39,0.36,3.92,0.19,-0.269765505,0.36,0.39,0.19,0.926486043
157,Manda_TanaRiver,40.83643476,-2.371799874,259.67,3925,2526.427167,14.23,-10.39,-0.43,0.59,-0.38,0.36,3.89,0.18,-0.250672612,0.36,0.39,0.18,0.926486043
158,Manda_TanaRiver,40.83645842,-2.371965656,259.96,3950,2528.415929,13.57,-9.77,-0.41,0.59,-0.36,0.36,3.62,0.17,-0.253862534,0.36,0.36,0.17,0.926486043
159,Manda_TanaRiver,40.83647882,-2.372124479,260.3,3975,2529.589406,12.91,-9.23,-0.38,0.59,-0.34,0.36,3.39,0.16,-0.238198456,0.36,0.34,0.16,0.926486043
160,Manda_TanaRiver,40.83649917,-2.372291518,260.59,4000,2531.097131,11.98,-8.67,-0.36,0.59,-0.31,0.36,3.15,0.15,-0.201636412,0.36,0.31,0.15,0.926486043
161,Manda_TanaRiver,40.83651773,-2.372458772,260.88,4025,2532.660324,11.22,-8.3,-0.35,0.59,-0.3,0.37,2.97,0.14,-0.211158666,0.37,0.3,0.14,0.926486043
162,Manda_TanaRiver,40.83653621,-2.372621732,261.19,4050,2534.16069,10.52,-7.96,-0.33,0.59,-0.29,0.37,2.8,0.13,-0.193067966,0.37,0.28,0.13,0.926486043
163,Manda_TanaRiver,40.83655448,-2.372774731,261.55,4075,2535.452797,9.95,-7.69,-0.32,0.59,-0.28,0.38,2.64,0.13,-0.185674237,0.38,0.26,0.13,0.926486043
164,Manda_TanaRiver,40.83657115,-2.372927885,261.91,4100,2536.764443,9.52,-7.56,-0.31,0.59,-0.27,0.39,2.54,0.12,-0.176254351,0.39,0.25,0.12,0.926486043
165,Manda_TanaRiver,40.83658497,-2.373086903,262.24,4125,2538.237712,9.32,-7.68,-0.32,0.59,-0.27,0.4,2.48,0.12,-0.190935639,0.4,0.25,0.12,0.926486043
166,Manda_TanaRiver,40.8365987,-2.373250536,262.55,4150,2539.951307,9.1,-7.82,-0.33,0.59,-0.27,0.41,2.42,0.12,-0.178273107,0.41,0.24,0.12,0.926486043
167,Manda_TanaRiver,40.83661256,-2.373408224,262.89,4175,2541.546761,8.9,-7.67,-0.32,0.59,-0.26,0.42,2.35,0.11,-0.181423221,0.42,0.24,0.11,0.926486043
168,Manda_TanaRiver,40.83662599,-2.373557806,263.27,4200,2543.110833,8.87,-7.64,-0.32,0.59,-0.26,0.42,2.33,0.11,-0.17375413,0.42,0.23,0.11,0.915839874
169,Manda_TanaRiver,40.83663571,-2.373723164,263.57,4225,2545.231379,9.15,-7.92,-0.33,0.59,-0.27,0.42,2.36,0.11,-0.190376741,0.42,0.24,0.11,0.915839874
170,Manda_TanaRiver,40.83664448,-2.373889266,263.87,4250,2547.239759,9.44,-8.2,-0.34,0.59,-0.27,0.42,2.39,0.11,-0.176822595,0.42,0.24,0.11,0.915839874
171,Manda_TanaRiver,40.83665301,-2.374058951,264.15,4275,2549.449206,9.57,-8.5,-0.35,0.59,-0.28,0.42,2.46,0.12,-0.197494823,0.42,0.25,0.12,0.915839874
172,Manda_TanaRiver,40.83666158,-2.374215394,264.49,4300,2551.061831,9.64,-8.73,-0.36,0.59,-0.28,0.41,2.54,0.12,-0.19803044,0.41,0.25,0.12,0.915839874
173,Manda_TanaRiver,40.83666823,-2.374371941,264.84,4325,2552.336158,9.72,-8.95,-0.37,0.59,-0.28,0.4,2.63,0.12,-0.189727444,0.4,0.26,0.12,0.915839874
174,Manda_TanaRiver,40.83667456,-2.374533523,265.16,4350,2553.869179,9.82,-9.21,-0.38,0.59,-0.29,0.39,2.74,0.13,-0.196467458,0.39,0.27,0.13,0.915839874
175,Manda_TanaRiver,40.83668035,-2.374703661,265.44,4375,2555.754571,9.92,-9.51,-0.4,0.59,-0.29,0.37,2.87,0.14,-0.204238061,0.37,0.29,0.14,0.915839874
176,Manda_TanaRiver,40.83668774,-2.374871201,265.73,4400,2557.303861,9.89,-9.48,-0.39,0.59,-0.29,0.35,2.94,0.14,-0.199696634,0.35,0.29,0.14,0.915839874
177,Manda_TanaRiver,40.836695,-2.375026859,266.08,4425,2558.253718,9.73,-9.32,-0.39,0.59,-0.28,0.34,2.94,0.14,-0.183995351,0.34,0.29,0.14,0.915839874
178,Manda_TanaRiver,40.83670067,-2.375182593,266.42,4450,2558.939039,9.57,-9.17,-0.38,0.59,-0.28,0.33,2.93,0.14,-0.189547089,0.33,0.29,0.14,0.915839874
179,Manda_TanaRiver,40.83670612,-2.375347181,266.73,4475,2559.880012,9.04,-8.76,-0.37,0.59,-0.26,0.33,2.81,0.13,-0.175822206,0.33,0.28,0.13,0.915839874
180,Manda_TanaRiver,40.83671145,-2.37551652,267.01,4500,2560.974497,8.47,-8.31,-0.35,0.59,-0.24,0.32,2.68,0.13,-0.157357906,0.32,0.27,0.13,0.915839874
181,Manda_TanaRiver,40.83671658,-2.375685822,267.29,4525,2562.083354,7.9,-7.87,-0.33,0.59,-0.23,0.31,2.56,0.12,-0.15008606,0.31,0.26,0.12,0.915839874
182,Manda_TanaRiver,40.83671773,-2.375859506,267.55,4550,2563.046433,7.48,-7.45,-0.31,0.59,-0.21,0.3,2.44,0.12,-0.138219274,0.3,0.24,0.12,0.915839874
183,Manda_TanaRiver,40.83671714,-2.376041368,267.77,4575,2564.520477,7.2,-7.03,-0.29,0.59,-0.2,0.28,2.34,0.11,-0.13251197,0.28,0.23,0.11,0.915839874
184,Manda_TanaRiver,40.83671687,-2.376218314,268.01,4600,2565.92077,6.94,-6.64,-0.28,0.59,-0.18,0.26,2.26,0.11,-0.126254288,0.26,0.23,0.11,0.915839874
185,Manda_TanaRiver,40.83671688,-2.37639108,268.28,4625,2567.276826,6.7,-6.28,-0.26,0.59,-0.16,0.24,2.21,0.1,-0.109741311,0.24,0.22,0.1,0.915839874
186,Manda_TanaRiver,40.83671663,-2.376560889,268.55,4650,2568.523073,6.47,-5.94,-0.25,0.59,-0.15,0.2,2.17,0.1,-0.101966543,0.2,0.22,0.1,0.915839874
187,Manda_TanaRiver,40.83671369,-2.376736575,268.8,4675,2569.433079,6.22,-5.67,-0.24,0.59,-0.13,0.17,2.18,0.1,-0.086616152,0.17,0.22,0.1,0.915839874
188,Manda_TanaRiver,40.83670476,-2.376920656,269.01,4700,2571.760565,7.15,-5.1,-0.21,0.59,-0.12,0.14,2.14,0.1,-0.082662703,0.14,0.21,0.1,0.905216802
189,Manda_TanaRiver,40.83669571,-2.377104662,269.22,4725,2574.145858,8.11,-4.2,-0.18,0.59,-0.09,0.1,2.04,0.1,-0.061788197,0.1,0.2,0.1,0.905216802
190,Manda_TanaRiver,40.83668749,-2.377288583,269.43,4750,2576.380634,9.47,-3.93,-0.16,0.59,-0.08,0.06,2.2,0.1,-0.054533998,0.06,0.22,0.1,0.905216802
191,Manda_TanaRiver,40.83667922,-2.377473512,269.63,4775,2578.663934,10.96,-3.82,-0.16,0.59,-0.05,0.03,2.36,0.11,-0.034112831,0.03,0.24,0.11,0.905216802
192,Manda_TanaRiver,40.83666921,-2.377671607,269.77,4800,2581.379151,12.87,-3.8,-0.16,0.59,-0.03,0.01,2.65,0.13,-0.020400837,0.01,0.27,0.13,0.905216802
193,Manda_TanaRiver,40.83665886,-2.377869648,269.9,4825,2584.030828,15.36,-3.53,-0.15,0.59,-0.01,0,3.09,0.15,-0.0065415,0,0.31,0.15,0.905216802
194,Manda_TanaRiver,40.83664735,-2.378067634,270.04,4850,2586.539912,17.9,-3.22,-0.13,0.59,0.01,0,3.56,0.17,0.006935127,0,0.36,0.17,0.905216802
195,Manda_TanaRiver,40.83663394,-2.378265564,270.18,4875,2589.128541,21.17,-3.39,-0.14,0.59,0.03,0,4.21,0.2,0.02074272,0,0.42,0.2,0.905216802
196,Manda_TanaRiver,40.83661937,-2.378465846,270.31,4900,2591.740573,24.65,-3.63,-0.15,0.59,0.05,0.01,4.92,0.23,0.033550427,0.01,0.49,0.23,0.905216802
197,Manda_TanaRiver,40.8365991,-2.378678011,270.37,4925,2595.616019,30.23,-3.95,-0.16,0.59,0.08,0.01,6.05,0.29,0.054999146,0.01,0.6,0.29,0.905216802
198,Manda_TanaRiver,40.83657885,-2.378890135,270.44,4950,2599.493418,36.27,-4.54,-0.19,0.59,0.1,0.01,7.26,0.35,0.070550275,0.01,0.73,0.35,0.905216802
199,Manda_TanaRiver,40.8365586,-2.379102218,270.51,4975,2603.372784,42.3,-4.5,-0.19,0.59,0.13,0.01,8.46,0.4,0.091812339,0.01,0.85,0.4,0.905216802
200,Manda_TanaRiver,40.83654093,-2.379314283,270.58,5000,2606.680007,47.76,-4.47,-0.19,0.59,0.16,0.02,9.55,0.45,0.104515362,0.02,0.95,0.45,0.905216802
201,Manda_TanaRiver,40.83652927,-2.379526372,270.64,5025,2608.657132,51.88,-4.43,-0.18,0.59,0.18,0.02,10.37,0.49,0.11820242,0.02,1.04,0.49,0.905216802
202,Manda_TanaRiver,40.8365249,-2.379738521,270.71,5050,2609.014194,54.04,-4.01,-0.17,0.59,0.2,0.02,10.77,0.51,0.130139632,0.02,1.08,0.51,0.905216802
203,Manda_TanaRiver,40.836527,-2.379952556,270.77,5075,2607.929748,54.57,-3.41,-0.14,0.59,0.2,0.02,10.83,0.51,0.135935893,0.02,1.08,0.51,0.905216802
204,Manda_TanaRiver,40.83653588,-2.380171616,270.8,5100,2605.326438,53.67,-3.37,-0.14,0.59,0.2,0.02,10.61,0.5,0.137820077,0.02,1.06,0.5,0.894619561
205,Manda_TanaRiver,40.83655163,-2.380390678,270.84,5125,2601.197912,51.23,-3.53,-0.15,0.59,0.18,0.02,10.08,0.48,0.118893979,0.02,1.01,0.48,0.894619561
206,Manda_TanaRiver,40.83657517,-2.380609198,270.88,5150,2595.336868,46.49,-3.88,-0.16,0.59,0.15,0.01,9.08,0.43,0.103611205,0.01,0.91,0.43,0.894619561
207,Manda_TanaRiver,40.8366018,-2.380827798,270.92,5175,2588.789187,40.94,-4.27,-0.18,0.59,0.11,0.01,7.96,0.38,0.075498801,0.01,0.8,0.38,0.894619561
208,Manda_TanaRiver,40.83662665,-2.381039698,270.99,5200,2582.662333,35.75,-4.93,-0.21,0.59,0.08,0.01,6.93,0.33,0.055464082,0.01,0.69,0.33,0.894619561
209,Manda_TanaRiver,40.83665122,-2.381250539,271.06,5225,2576.606138,30.58,-5.69,-0.24,0.59,0.04,0,5.96,0.28,0.027301294,0,0.6,0.28,0.894619561
210,Manda_TanaRiver,40.83667055,-2.381461355,271.14,5250,2571.718618,26.18,-6.72,-0.28,0.59,0,0,5.23,0.25,0,0,0.52,0.25,0.894619561
211,Manda_TanaRiver,40.83668576,-2.381672148,271.22,5275,2567.752979,22.59,-7.66,-0.32,0.59,-0.04,0,4.74,0.23,-0.026135754,0,0.47,0.23,0.894619561
212,Manda_TanaRiver,40.83669405,-2.38188284,271.29,5300,2565.33294,20.13,-8.58,-0.36,0.59,-0.07,0.01,4.53,0.22,-0.048590629,0.01,0.45,0.22,0.894619561
213,Manda_TanaRiver,40.8367006,-2.382088344,271.4,5325,2563.330955,18.07,-9.45,-0.39,0.59,-0.1,0.03,4.49,0.21,-0.068613696,0.03,0.45,0.21,0.894619561
214,Manda_TanaRiver,40.8367002,-2.382289225,271.52,5350,2562.906867,17.29,-10.77,-0.45,0.59,-0.12,0.04,4.71,0.22,-0.084231568,0.04,0.47,0.22,0.894619561
215,Manda_TanaRiver,40.83669886,-2.3824901,271.65,5375,2562.34113,15.56,-10.94,-0.46,0.59,-0.13,0.05,4.48,0.21,-0.085568931,0.05,0.45,0.21,0.894619561
216,Manda_TanaRiver,40.83669185,-2.382686925,271.79,5400,2562.766157,13.98,-11.09,-0.46,0.59,-0.14,0.06,4.1,0.19,-0.091956027,0.06,0.41,0.19,0.894619561
217,Manda_TanaRiver,40.83668527,-2.382868345,272.01,5425,2563.226102,12.22,-10.73,-0.45,0.59,-0.14,0.08,3.71,0.18,-0.096747915,0.08,0.37,0.18,0.894619561
218,Manda_TanaRiver,40.83667081,-2.383049456,272.23,5450,2564.903273,11.84,-10.33,-0.43,0.59,-0.14,0.08,3.55,0.17,-0.098574548,0.08,0.36,0.17,0.894619561
219,Manda_TanaRiver,40.8366513,-2.383230295,272.45,5475,2567.645556,12.19,-10.27,-0.43,0.59,-0.15,0.09,3.39,0.16,-0.105437754,0.09,0.34,0.16,0.894619561
220,Manda_TanaRiver,40.83663366,-2.383402711,272.71,5500,2570.096204,12.29,-10.01,-0.42,0.59,-0.14,0.1,3.2,0.15,-0.092170327,0.1,0.32,0.15,0.884048938
221,Manda_TanaRiver,40.83661632,-2.383573758,272.98,5525,2572.548254,12.31,-9.6,-0.4,0.59,-0.14,0.1,3.16,0.15,-0.096802424,0.1,0.32,0.15,0.884048938
222,Manda_TanaRiver,40.83659901,-2.383744696,273.25,5550,2575.05242,11.65,-8.72,-0.36,0.59,-0.13,0.1,2.93,0.14,-0.086519972,0.1,0.29,0.14,0.884048938
223,Manda_TanaRiver,40.83657976,-2.383915432,273.52,5575,2577.598522,11.2,-8.05,-0.34,0.59,-0.13,0.11,2.75,0.13,-0.086607265,0.11,0.27,0.13,0.884048938
224,Manda_TanaRiver,40.83655874,-2.384085971,273.78,5600,2580.211537,10.97,-7.61,-0.32,0.59,-0.12,0.11,2.66,0.13,-0.079787231,0.11,0.27,0.13,0.884048938
225,Manda_TanaRiver,40.83653668,-2.384260584,274.03,5625,2583.048636,10.72,-7.13,-0.3,0.59,-0.12,0.11,2.67,0.13,-0.080565608,0.11,0.27,0.13,0.884048938
226,Manda_TanaRiver,40.83651299,-2.38443857,274.26,5650,2585.903326,10.46,-6.63,-0.28,0.59,-0.12,0.1,2.64,0.13,-0.08097918,0.1,0.26,0.13,0.884048938
227,Manda_TanaRiver,40.83648634,-2.384616247,274.49,5675,2588.131115,10.2,-6.14,-0.26,0.59,-0.12,0.1,2.63,0.13,-0.082881388,0.1,0.26,0.13,0.884048938
228,Manda_TanaRiver,40.83645802,-2.384800462,274.69,5700,2590.654181,9.91,-5.59,-0.23,0.59,-0.12,0.1,2.61,0.12,-0.07948726,0.1,0.26,0.12,0.884048938
229,Manda_TanaRiver,40.83642939,-2.384985707,274.88,5725,2593.256665,9.64,-5.04,-0.21,0.59,-0.12,0.1,2.6,0.12,-0.081353525,0.1,0.26,0.12,0.884048938
230,Manda_TanaRiver,40.83639917,-2.385170698,275.07,5750,2595.522716,9.36,-5.11,-0.21,0.59,-0.13,0.11,2.64,0.13,-0.08840179,0.11,0.26,0.13,0.884048938
231,Manda_TanaRiver,40.83636872,-2.3853556,275.26,5775,2597.760282,9.15,-5.2,-0.22,0.59,-0.14,0.12,2.71,0.13,-0.093720878,0.12,0.27,0.13,0.884048938
232,Manda_TanaRiver,40.83633829,-2.38554044,275.45,5800,2600.024495,9.27,-5.29,-0.22,0.59,-0.15,0.13,2.83,0.13,-0.102349846,0.13,0.28,0.13,0.884048938
233,Manda_TanaRiver,40.83630822,-2.385730527,275.62,5825,2602.124459,9.03,-5.02,-0.21,0.59,-0.15,0.14,2.83,0.13,-0.102772623,0.14,0.28,0.13,0.884048938
234,Manda_TanaRiver,40.83627901,-2.385925219,275.76,5850,2603.955529,8.36,-4.41,-0.18,0.59,-0.15,0.15,2.63,0.13,-0.098945611,0.15,0.26,0.13,0.884048938
235,Manda_TanaRiver,40.83625241,-2.386120139,275.9,5875,2605.218034,8.05,-4.04,-0.17,0.59,-0.15,0.16,2.61,0.12,-0.098279638,0.16,0.26,0.12,0.884048938
236,Manda_TanaRiver,40.83622671,-2.38631912,276.03,5900,2606.206937,7.6,-3.18,-0.13,0.59,-0.14,0.15,2.61,0.12,-0.093620301,0.15,0.26,0.12,0.884048938
237,Manda_TanaRiver,40.83619885,-2.386533609,276.07,5925,2607.323197,7.99,-3.57,-0.15,0.59,-0.16,0.17,2.65,0.13,-0.105978743,0.17,0.27,0.13,0.873509492
238,Manda_TanaRiver,40.83617975,-2.386749021,276.12,5950,2606.483704,7.58,-2.98,-0.12,0.59,-0.14,0.17,2.39,0.11,-0.09376134,0.17,0.24,0.11,0.873509492
239,Manda_TanaRiver,40.83616646,-2.386965064,276.17,5975,2604.34454,8.04,-3.32,-0.14,0.59,-0.14,0.17,2.33,0.11,-0.091914792,0.17,0.23,0.11,0.873509492
240,Manda_TanaRiver,40.8361615,-2.387190582,276.18,6000,2600.140801,8.59,-4.26,-0.18,0.59,-0.16,0.2,2.38,0.11,-0.113409684,0.2,0.24,0.11,0.873509492
241,Manda_TanaRiver,40.83616578,-2.387410478,276.21,6025,2594.026685,8.06,-3.66,-0.15,0.59,-0.15,0.2,2.16,0.1,-0.098432281,0.2,0.22,0.1,0.873509492
242,Manda_TanaRiver,40.83616958,-2.387622944,276.29,6050,2588.196476,8.44,-3.02,-0.13,0.59,-0.13,0.18,2.1,0.1,-0.085934336,0.18,0.21,0.1,0.873509492
243,Manda_TanaRiver,40.83617443,-2.387835593,276.36,6075,2582.135873,9.32,-2.71,-0.11,0.59,-0.12,0.14,2.25,0.11,-0.083388864,0.14,0.22,0.11,0.873509492
244,Manda_TanaRiver,40.83617213,-2.388047513,276.44,6100,2577.675747,12.9,-2.8,-0.12,0.59,-0.12,0.1,2.71,0.13,-0.08503514,0.1,0.27,0.13,0.873509492
245,Manda_TanaRiver,40.83616328,-2.388258742,276.51,6125,2574.686359,17.95,-2.43,-0.1,0.59,-0.08,0.03,3.43,0.16,-0.055519145,0.03,0.34,0.16,0.873509492
246,Manda_TanaRiver,40.83614333,-2.38846398,276.61,6150,2574.305618,25.21,-2.08,-0.09,0.59,-0.04,0,4.74,0.23,-0.02749866,0,0.47,0.23,0.873509492
247,Manda_TanaRiver,40.83610878,-2.388657018,276.76,6175,2577.471556,35.16,-1.77,-0.07,0.59,0.02,0,6.69,0.32,0.013554409,0,0.67,0.32,0.873509492
248,Manda_TanaRiver,40.83604973,-2.388847025,276.91,6200,2586.147241,50.62,-1.46,-0.06,0.59,0.11,0.01,9.79,0.47,0.077385354,0.01,0.98,0.47,0.873509492
249,Manda_TanaRiver,40.83595358,-2.389032255,277.06,6225,2603.160157,74.4,-1.48,-0.06,0.59,0.22,0.01,14.6,0.69,0.150999706,0.01,1.46,0.69,0.873509492
250,Manda_TanaRiver,40.83576121,-2.389204971,277.21,6250,2641.774881,119.62,-1.64,-0.07,0.59,0.43,0.02,23.73,1.13,0.289318647,0.02,2.37,1.13,0.873509492
251,Manda_TanaRiver,40.83547339,-2.3893619,277.37,6275,2701.242718,185.44,-1.97,-0.08,0.59,0.73,0.02,36.98,1.76,0.478648128,0.02,3.7,1.76,0.873509492
252,Manda_TanaRiver,40.83525312,-2.38952388,277.54,6300,2745.053404,235.75,-2.3,-0.1,0.59,0.96,0.02,47.11,2.24,0.630001849,0.02,4.71,2.24,0.873509492
253,Manda_TanaRiver,40.83514966,-2.389680444,277.8,6325,2763.296339,259,-2.55,-0.11,0.59,1.06,0.02,51.79,2.46,0.716581889,0.02,5.18,2.46,0.873509492
254,Manda_TanaRiver,40.83508545,-2.38984028,278.07,6350,2772.846521,273.41,-2.8,-0.12,0.59,1.12,0.02,54.7,2.6,0.778134701,0.02,5.47,2.6,0.863000624
255,Manda_TanaRiver,40.83505045,-2.390003964,278.34,6375,2775.907706,281.29,-3.05,-0.13,0.59,1.15,0.02,56.29,2.68,0.808120847,0.02,5.63,2.68,0.878811216
256,Manda_TanaRiver,40.83503603,-2.390170624,278.61,6400,2773.995938,284.37,-3.31,-0.14,0.59,1.16,0.02,56.92,2.71,0.816257549,0.02,5.69,2.71,0.878811216
257,Manda_TanaRiver,40.83503505,-2.390339489,278.88,6425,2768.222543,283.94,-3.57,-0.15,0.59,1.15,0.02,56.85,2.7,0.77220428,0.02,5.68,2.7,0.878811216
258,Manda_TanaRiver,40.83504329,-2.39049825,279.21,6450,2760.839309,280.66,-4.39,-0.18,0.59,1.12,0.02,56.2,2.67,0.754484181,0.02,5.62,2.67,0.878811216
259,Manda_TanaRiver,40.83505955,-2.39065412,279.55,6475,2751.889161,275.51,-5.07,-0.21,0.59,1.08,0.02,55.15,2.62,0.702993625,0.02,5.51,2.62,0.878811216
260,Manda_TanaRiver,40.83508719,-2.390812461,279.89,6500,2740.449842,267.6,-5.06,-0.21,0.59,1.04,0.02,53.51,2.54,0.704830399,0.02,5.35,2.54,0.863000624
261,Manda_TanaRiver,40.83513917,-2.39098422,280.2,6525,2723.044486,254.36,-5.64,-0.23,0.59,0.97,0.02,50.77,2.41,0.631483309,0.02,5.08,2.41,0.863000624
262,Manda_TanaRiver,40.83522562,-2.391171035,280.47,6550,2697.387065,232.73,-6.33,-0.26,0.59,0.85,0.02,46.45,2.21,0.589356519,0.02,4.65,2.21,0.863000624
263,Manda_TanaRiver,40.83533336,-2.39136301,280.74,6575,2665.341116,204.94,-6.67,-0.28,0.59,0.73,0.02,40.85,1.94,0.478075645,0.02,4.09,1.94,0.863000624
264,Manda_TanaRiver,40.83545666,-2.391556788,281.02,6600,2629.760935,173.09,-6.9,-0.29,0.59,0.58,0.02,34.4,1.64,0.39943885,0.02,3.44,1.64,0.863000624
265,Manda_TanaRiver,40.83555777,-2.391737205,281.35,6625,2599.664329,145.76,-7.39,-0.31,0.59,0.45,0.01,28.86,1.37,0.314709261,0.01,2.89,1.37,0.863000624
266,Manda_TanaRiver,40.83567684,-2.391927744,281.66,6650,2565.295666,113.27,-7.09,-0.3,0.59,0.32,0.01,22.33,1.06,0.209069111,0.01,2.23,1.06,0.863000624
267,Manda_TanaRiver,40.83580192,-2.392131725,281.92,6675,2529.080321,79.23,-8.04,-0.34,0.59,0.14,0,15.46,0.73,0.097929284,0,1.55,0.73,0.863000624
268,Manda_TanaRiver,40.83589208,-2.392329669,282.18,6700,2499.860022,51.02,-8.1,-0.34,0.59,0.01,0,9.87,0.47,0.007045308,0,0.99,0.47,0.863000624
269,Manda_TanaRiver,40.83591272,-2.392493106,282.54,6725,2487.068831,39.05,-8.34,-0.35,0.59,-0.06,0,7.55,0.36,-0.042470705,0,0.75,0.36,0.863000624
270,Manda_TanaRiver,40.83590983,-2.392647074,282.92,6750,2479.946724,32.33,-8.14,-0.34,0.59,-0.09,0.01,6.28,0.3,-0.063863128,0.01,0.63,0.3,0.863000624
271,Manda_TanaRiver,40.83589822,-2.392801872,283.29,6775,2474.782868,26.82,-7.61,-0.32,0.59,-0.11,0.02,5.26,0.25,-0.075670978,0.02,0.53,0.25,0.863000624
272,Manda_TanaRiver,40.83587992,-2.392957496,283.66,6800,2471.128203,22.71,-7.39,-0.31,0.59,-0.12,0.04,4.54,0.22,-0.079566041,0.04,0.45,0.22,0.863000624
273,Manda_TanaRiver,40.83585467,-2.393124514,283.95,6825,2468.466377,18.92,-6.7,-0.28,0.59,-0.13,0.06,3.87,0.18,-0.092285872,0.06,0.39,0.18,0.852526201
274,Manda_TanaRiver,40.83582295,-2.393284069,284.28,6850,2467.455446,16.76,-6.26,-0.26,0.59,-0.14,0.08,3.51,0.17,-0.096183356,0.08,0.35,0.17,0.852526201
275,Manda_TanaRiver,40.83578599,-2.39344237,284.6,6875,2466.840258,14.79,-5.67,-0.24,0.59,-0.15,0.12,3.22,0.15,-0.104165309,0.12,0.32,0.15,0.852526201
276,Manda_TanaRiver,40.83574589,-2.393599862,284.93,6900,2467.026243,13.45,-5.48,-0.23,0.59,-0.17,0.14,3.08,0.15,-0.114917066,0.14,0.31,0.15,0.852526201
277,Manda_TanaRiver,40.83570212,-2.393756339,285.26,6925,2468.14026,12.71,-5.55,-0.23,0.59,-0.17,0.15,3,0.14,-0.111405215,0.15,0.3,0.14,0.852526201
278,Manda_TanaRiver,40.83565495,-2.393918321,285.55,6950,2469.736736,12.2,-5.44,-0.23,0.59,-0.18,0.17,2.97,0.14,-0.125542336,0.17,0.3,0.14,0.852526201
279,Manda_TanaRiver,40.83560276,-2.394077375,285.85,6975,2470.873693,12.09,-5.19,-0.22,0.59,-0.19,0.18,2.98,0.14,-0.129316111,0.18,0.3,0.14,0.852526201
280,Manda_TanaRiver,40.83554968,-2.39423613,286.15,7000,2471.868185,11.73,-4.94,-0.21,0.59,-0.19,0.19,2.88,0.14,-0.12841325,0.19,0.29,0.14,0.852526201
281,Manda_TanaRiver,40.83549663,-2.39439484,286.45,7025,2472.929709,11.2,-4.68,-0.2,0.59,-0.19,0.21,2.73,0.13,-0.124912754,0.21,0.27,0.13,0.852526201
