Zone,Fish type,Species,Season,Year,Number of Boated catch,Weight in Kgs,Tagged fish,Hours,CPUE,Released weight (weight - boated),Calculated length
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2006/2007,2007,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2006/2007,2007,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2006/2007,2007,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2007/2008,2008,3,130,3,7,0.4,,
Watamu,Hammerhead shark,Sphyrnidae,2007/2008,2008,1,70,0,7,0.1,,
Shimoni,Hammerhead shark,Sphyrnidae,2007/2008,2008,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2007/2008,2008,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2007/2008,2008,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2007/2008,2008,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2008/2009,2009,1,35,1,7,0.1,,
Watamu,Hammerhead shark,Sphyrnidae,2008/2009,2009,2,48,2,7,0.3,,
Shimoni,Hammerhead shark,Sphyrnidae,2008/2009,2009,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2008/2009,2009,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2008/2009,2009,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2008/2009,2009,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2009/2010,2010,0,0,0,7,0.0,,
Watamu,Hammerhead shark,Sphyrnidae,2009/2010,2010,2,48,2,7,0.3,,
Shimoni,Hammerhead shark,Sphyrnidae,2009/2010,2010,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2009/2010,2010,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2009/2010,2010,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2009/2010,2010,1,40,0,7,0.1,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2010/2011,2011,0,0,0,7,0.0,,
Watamu,Hammerhead shark,Sphyrnidae,2010/2011,2011,1,0,1,7,0.1,,
Shimoni,Hammerhead shark,Sphyrnidae,2010/2011,2011,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2010/2011,2011,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2010/2011,2011,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2010/2011,2011,1,40,0,7,0.1,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2011/2012,2012,0,0,0,7,0.0,,
Watamu,Hammerhead shark,Sphyrnidae,2011/2012,2012,0,0,0,7,0.0,,
Shimoni,Hammerhead shark,Sphyrnidae,2011/2012,2012,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2011/2012,2012,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2011/2012,2012,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2011/2012,2012,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2012/2013,2013,1,28,0,7,0.1,,
Watamu,Hammerhead shark,Sphyrnidae,2012/2013,2013,2,52,0,7,0.3,,
Shimoni,Hammerhead shark,Sphyrnidae,2012/2013,2013,1,0,0,7,0.1,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2012/2013,2013,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2012/2013,2013,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2012/2013,2013,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2013/2014,2014,0,0,0,7,0.0,,
Watamu,Hammerhead shark,Sphyrnidae,2013/2014,2014,0,0,0,7,0.0,,
Shimoni,Hammerhead shark,Sphyrnidae,2013/2014,2014,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2013/2014,2014,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2013/2014,2014,0,0,0,7,0.0,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2013/2014,2014,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Sphyrnidae,2014/2015,2015,0,0,0,7,0.0,,
Watamu,Hammerhead shark,Sphyrnidae,2014/2015,2015,0,0,0,7,0.0,,
Shimoni,Hammerhead shark,Sphyrnidae,2014/2015,2015,0,0,0,7,0.0,,
Mtwapa & Mombasa,Hammerhead shark,Sphyrnidae,2014/2015,2015,0,0,0,7,0.0,,
Kilifi,Hammerhead shark,Sphyrnidae,2014/2015,2015,1,100,1,7,0.1,,
Lamu & Kiwayu,Hammerhead shark,Sphyrnidae,2014/2015,2015,0,0,0,7,0.0,,
Malindi & Ngomeni,Hammerhead shark,Scomberomorus commerson,1990/1991,1991,254,1777,0,7,36.3,,
Watamu,Kingfish,Scomberomorus commerson,1990/1991,1991,342,3117,0,7,48.9,,
Shimoni,Kingfish,Scomberomorus commerson,1990/1991,1991,23,137,0,7,3.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1990/1991,1991,111,1017,0,7,15.9,,
Kilifi,Kingfish,Scomberomorus commerson,1990/1991,1991,6,50,0,7,0.9,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1990/1991,1991,53,302,0,7,7.6,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1991/1992,1992,700,3891.8,0,7,100.0,,
Watamu,Kingfish,Scomberomorus commerson,1991/1992,1992,291,2271,0,7,41.6,,
Shimoni,Kingfish,Scomberomorus commerson,1991/1992,1992,30,165,0,7,4.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1991/1992,1992,130,1103,0,7,18.6,,
Kilifi,Kingfish,Scomberomorus commerson,1991/1992,1992,25,143,0,7,3.6,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1991/1992,1992,58,357.5,0,7,8.3,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1992/1993,1993,432,2557,0,7,61.7,,
Watamu,Kingfish,Scomberomorus commerson,1992/1993,1993,203,1366,0,7,29.0,,
Shimoni,Kingfish,Scomberomorus commerson,1992/1993,1993,58,282,0,7,8.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1992/1993,1993,214,1475.9,0,7,30.6,,
Kilifi,Kingfish,Scomberomorus commerson,1992/1993,1993,35,181,0,7,5.0,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1992/1993,1993,42,3045,0,7,6.0,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1993/1994,1994,317,2244.9,0,7,45.3,,
Watamu,Kingfish,Scomberomorus commerson,1993/1994,1994,261,2319,0,7,37.3,,
Shimoni,Kingfish,Scomberomorus commerson,1993/1994,1994,49,262.8,0,7,7.0,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1993/1994,1994,176,1461.7,0,7,25.1,,
Kilifi,Kingfish,Scomberomorus commerson,1993/1994,1994,6,33.8,0,7,0.9,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1993/1994,1994,62,2615,0,7,8.9,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1994/1995,1995,336,2122,0,7,48.0,,
Watamu,Kingfish,Scomberomorus commerson,1994/1995,1995,395,3758,2,7,56.4,,
Shimoni,Kingfish,Scomberomorus commerson,1994/1995,1995,125,594,0,7,17.9,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1994/1995,1995,151,1051,0,7,21.6,,
Kilifi,Kingfish,Scomberomorus commerson,1994/1995,1995,25,91,0,7,3.6,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1994/1995,1995,19,132,0,7,2.7,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1995/1996,1996,362,2785,0,7,51.7,,
Watamu,Kingfish,Scomberomorus commerson,1995/1996,1996,269,2344,0,7,38.4,,
Shimoni,Kingfish,Scomberomorus commerson,1995/1996,1996,77,530,0,7,11.0,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1995/1996,1996,135,1102,0,7,19.3,,
Kilifi,Kingfish,Scomberomorus commerson,1995/1996,1996,8,82,0,7,1.1,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1995/1996,1996,23,184,0,7,3.3,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1996/1997,1997,396,2739,0,7,56.6,,
Watamu,Kingfish,Scomberomorus commerson,1996/1997,1997,322,2948,0,7,46.0,,
Shimoni,Kingfish,Scomberomorus commerson,1996/1997,1997,33,200,0,7,4.7,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1996/1997,1997,148,1269,0,7,21.1,,
Kilifi,Kingfish,Scomberomorus commerson,1996/1997,1997,16,158,0,7,2.3,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1996/1997,1997,42,377,0,7,6.0,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1997/1998,1998,501,3191.8,0,7,71.6,,
Watamu,Kingfish,Scomberomorus commerson,1997/1998,1998,712,6042,0,7,101.7,,
Shimoni,Kingfish,Scomberomorus commerson,1997/1998,1998,98,818.1,0,7,14.0,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1997/1998,1998,175,1063.9,0,7,25.0,,
Kilifi,Kingfish,Scomberomorus commerson,1997/1998,1998,22,135.4,0,7,3.1,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1997/1998,1998,37,259,0,7,5.3,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1998/1999,1999,555,4445,0,7,79.3,,
Watamu,Kingfish,Scomberomorus commerson,1998/1999,1999,388,3178,0,7,55.4,,
Shimoni,Kingfish,Scomberomorus commerson,1998/1999,1999,45,275,0,7,6.4,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1998/1999,1999,147,850,0,7,21.0,,
Kilifi,Kingfish,Scomberomorus commerson,1998/1999,1999,22,143,0,7,3.1,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1998/1999,1999,76,538,0,7,10.9,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,1999/2000,2000,514,4302.3,0,7,73.4,,
Watamu,Kingfish,Scomberomorus commerson,1999/2000,2000,255,3297,0,7,36.4,,
Shimoni,Kingfish,Scomberomorus commerson,1999/2000,2000,19,142,0,7,2.7,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,1999/2000,2000,89,794,0,7,12.7,,
Kilifi,Kingfish,Scomberomorus commerson,1999/2000,2000,13,102,0,7,1.9,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,1999/2000,2000,30,204,0,7,4.3,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2000/2001,2001,370,3199,0,7,52.9,,
Watamu,Kingfish,Scomberomorus commerson,2000/2001,2001,322,3186,0,7,46.0,,
Shimoni,Kingfish,Scomberomorus commerson,2000/2001,2001,30,244,0,7,4.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2000/2001,2001,59,360,0,7,8.4,,
Kilifi,Kingfish,Scomberomorus commerson,2000/2001,2001,23,113,0,7,3.3,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2000/2001,2001,15,124,0,7,2.1,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2001/2002,2002,699,5491,0,7,99.9,,
Watamu,Kingfish,Scomberomorus commerson,2001/2002,2002,629,6041,0,7,89.9,,
Shimoni,Kingfish,Scomberomorus commerson,2001/2002,2002,15,101,0,7,2.1,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2001/2002,2002,139,1005,0,7,19.9,,
Kilifi,Kingfish,Scomberomorus commerson,2001/2002,2002,22,105,0,7,3.1,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2001/2002,2002,40,302,0,7,5.7,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2002/2003,2003,1912,11419,0,7,273.1,,
Watamu,Kingfish,Scomberomorus commerson,2002/2003,2003,287,2069,0,7,41.0,,
Shimoni,Kingfish,Scomberomorus commerson,2002/2003,2003,67,367,0,7,9.6,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2002/2003,2003,321,1986,0,7,45.9,,
Kilifi,Kingfish,Scomberomorus commerson,2002/2003,2003,25,139,0,7,3.6,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2002/2003,2003,82,733,0,7,11.7,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2003/2004,2004,1485,10119.8,0,7,212.1,,
Watamu,Kingfish,Scomberomorus commerson,2003/2004,2004,428,5366,0,7,61.1,,
Shimoni,Kingfish,Scomberomorus commerson,2003/2004,2004,23,140,0,7,3.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2003/2004,2004,154,1561.7,0,7,22.0,,
Kilifi,Kingfish,Scomberomorus commerson,2003/2004,2004,36,222,0,7,5.1,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2003/2004,2004,112,1033,0,7,16.0,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2004/2005,2005,1031,7530.7,0,7,147.3,,
Watamu,Kingfish,Scomberomorus commerson,2004/2005,2005,634,6054,0,7,90.6,,
Shimoni,Kingfish,Scomberomorus commerson,2004/2005,2005,13,58,0,7,1.9,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2004/2005,2005,120,1098,0,7,17.1,,
Kilifi,Kingfish,Scomberomorus commerson,2004/2005,2005,16,104,0,7,2.3,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2004/2005,2005,59,363,0,7,8.4,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2005/2006,2006,38,215,0,7,5.4,,
Watamu,Kingfish,Scomberomorus commerson,2005/2006,2006,283,3152.5,0,7,40.4,,
Shimoni,Kingfish,Scomberomorus commerson,2005/2006,2006,11,60.5,0,7,1.6,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2005/2006,2006,75,565.6,0,7,10.7,,
Kilifi,Kingfish,Scomberomorus commerson,2005/2006,2006,13,69.1,0,7,1.9,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2005/2006,2006,56,325,0,7,8.0,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2006/2007,2007,647,3351.5,0,7,92.4,,
Watamu,Kingfish,Scomberomorus commerson,2006/2007,2007,351,3420.5,0,7,50.1,,
Shimoni,Kingfish,Scomberomorus commerson,2006/2007,2007,12,60.1,0,7,1.7,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2006/2007,2007,25,210.1,0,7,3.6,,
Kilifi,Kingfish,Scomberomorus commerson,2006/2007,2007,0,0,0,7,0.0,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2006/2007,2007,62,399,0,7,8.9,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2007/2008,2008,270,1833,0,7,38.6,,
Watamu,Kingfish,Scomberomorus commerson,2007/2008,2008,231,2459,0,7,33.0,,
Shimoni,Kingfish,Scomberomorus commerson,2007/2008,2008,10,62.3,0,7,1.4,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2007/2008,2008,20,114,0,7,2.9,,
Kilifi,Kingfish,Scomberomorus commerson,2007/2008,2008,0,0,0,7,0.0,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2007/2008,2008,67,463,0,7,9.6,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2008/2009,2009,143,969.5,0,7,20.4,,
Watamu,Kingfish,Scomberomorus commerson,2008/2009,2009,200,1985,0,7,28.6,,
Shimoni,Kingfish,Scomberomorus commerson,2008/2009,2009,6,27,0,7,0.9,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2008/2009,2009,37,250,0,7,5.3,,
Kilifi,Kingfish,Scomberomorus commerson,2008/2009,2009,6,29,0,7,0.9,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2008/2009,2009,33,0,0,7,4.7,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2009/2010,2010,327,1991,0,7,46.7,,
Watamu,Kingfish,Scomberomorus commerson,2009/2010,2010,200,1985,0,7,28.6,,
Shimoni,Kingfish,Scomberomorus commerson,2009/2010,2010,2,17,0,7,0.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2009/2010,2010,25,114,0,7,3.6,,
Kilifi,Kingfish,Scomberomorus commerson,2009/2010,2010,7,38,0,7,1.0,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2009/2010,2010,34,201,0,7,4.9,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2010/2011,2011,327,1991,0,7,46.7,,
Watamu,Kingfish,Scomberomorus commerson,2010/2011,2011,239,2077,0,7,34.1,,
Shimoni,Kingfish,Scomberomorus commerson,2010/2011,2011,2,17,0,7,0.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2010/2011,2011,25,114,0,7,3.6,,
Kilifi,Kingfish,Scomberomorus commerson,2010/2011,2011,7,38,0,7,1.0,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2010/2011,2011,34,201,0,7,4.9,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2011/2012,2012,472,2182,0,7,67.4,,
Watamu,Kingfish,Scomberomorus commerson,2011/2012,2012,88,609,0,7,12.6,,
Shimoni,Kingfish,Scomberomorus commerson,2011/2012,2012,37,141,0,7,5.3,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2011/2012,2012,27,168,0,7,3.9,,
Kilifi,Kingfish,Scomberomorus commerson,2011/2012,2012,14,63,0,7,2.0,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2011/2012,2012,51,292,0,7,7.3,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2012/2013,2013,169,722,0,7,24.1,,
Watamu,Kingfish,Scomberomorus commerson,2012/2013,2013,74,565,0,7,10.6,,
Shimoni,Kingfish,Scomberomorus commerson,2012/2013,2013,5,21,0,7,0.7,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2012/2013,2013,10,85,0,7,1.4,,
Kilifi,Kingfish,Scomberomorus commerson,2012/2013,2013,8,31.6,0,7,1.1,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2012/2013,2013,9,76,0,7,1.3,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2013/2014,2014,427,2403,0,7,61.0,,
Watamu,Kingfish,Scomberomorus commerson,2013/2014,2014,60,424,0,7,8.6,,
Shimoni,Kingfish,Scomberomorus commerson,2013/2014,2014,11,37,0,7,1.6,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2013/2014,2014,15,84,0,7,2.1,,
Kilifi,Kingfish,Scomberomorus commerson,2013/2014,2014,26,155,0,7,3.7,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2013/2014,2014,27,196,0,7,3.9,,
Malindi & Ngomeni,Kingfish,Scomberomorus commerson,2014/2015,2015,0,0,0,7,0.0,,
Watamu,Kingfish,Scomberomorus commerson,2014/2015,2015,27,185,0,7,3.9,,
Shimoni,Kingfish,Scomberomorus commerson,2014/2015,2015,0,0,0,7,0.0,,
Mtwapa & Mombasa,Kingfish,Scomberomorus commerson,2014/2015,2015,27,0,0,7,3.9,,
Kilifi,Kingfish,Scomberomorus commerson,2014/2015,2015,23,110,0,7,3.3,,
Lamu & Kiwayu,Kingfish,Scomberomorus commerson,2014/2015,2015,8,50,0,7,1.1,,
Malindi & Ngomeni,Kingfish,Isurus oxyrinchus,1990/1991,1991,0,0,0,7,0.0,,
Watamu,Mako Shark,Isurus oxyrinchus,1990/1991,1991,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,1990/1991,1991,7,499,0,7,1.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1990/1991,1991,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,1990/1991,1991,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1990/1991,1991,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1991/1992,1992,5,399.1,0,7,0.7,,
Watamu,Mako Shark,Isurus oxyrinchus,1991/1992,1992,7,488,0,7,1.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,1991/1992,1992,8,1048,0,7,1.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1991/1992,1992,1,23,0,7,0.1,,
Kilifi,Mako Shark,Isurus oxyrinchus,1991/1992,1992,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1991/1992,1992,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1992/1993,1993,4,256.6,1,7,0.6,,
Watamu,Mako Shark,Isurus oxyrinchus,1992/1993,1993,6,379,0,7,0.9,,
Shimoni,Mako Shark,Isurus oxyrinchus,1992/1993,1993,6,431,0,7,0.9,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1992/1993,1993,2,105,0,7,0.3,,
Kilifi,Mako Shark,Isurus oxyrinchus,1992/1993,1993,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1992/1993,1993,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1993/1994,1994,6,389,0,7,0.9,,
Watamu,Mako Shark,Isurus oxyrinchus,1993/1994,1994,4,242,1,7,0.6,,
Shimoni,Mako Shark,Isurus oxyrinchus,1993/1994,1994,11,960.7,0,7,1.6,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1993/1994,1994,1,55.5,0,7,0.1,,
Kilifi,Mako Shark,Isurus oxyrinchus,1993/1994,1994,1,40.7,0,7,0.1,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1993/1994,1994,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1994/1995,1995,0,0,0,7,0.0,,
Watamu,Mako Shark,Isurus oxyrinchus,1994/1995,1995,2,126,0,7,0.3,,
Shimoni,Mako Shark,Isurus oxyrinchus,1994/1995,1995,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1994/1995,1995,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,1994/1995,1995,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1994/1995,1995,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1995/1996,1996,0,0,0,7,0.0,,
Watamu,Mako Shark,Isurus oxyrinchus,1995/1996,1996,4,225,1,7,0.6,,
Shimoni,Mako Shark,Isurus oxyrinchus,1995/1996,1996,2,195,0,7,0.3,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1995/1996,1996,1,85,0,7,0.1,,
Kilifi,Mako Shark,Isurus oxyrinchus,1995/1996,1996,1,40.7,0,7,0.1,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1995/1996,1996,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1996/1997,1997,3,144,0,7,0.4,,
Watamu,Mako Shark,Isurus oxyrinchus,1996/1997,1997,3,134,1,7,0.4,,
Shimoni,Mako Shark,Isurus oxyrinchus,1996/1997,1997,3,203,0,7,0.4,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1996/1997,1997,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,1996/1997,1997,1,68,0,7,0.1,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1996/1997,1997,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1997/1998,1998,1,128,0,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,1997/1998,1998,1,62,0,7,0.1,,
Shimoni,Mako Shark,Isurus oxyrinchus,1997/1998,1998,1,46,0,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1997/1998,1998,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,1997/1998,1998,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1997/1998,1998,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1998/1999,1999,6,392,1,7,0.9,,
Watamu,Mako Shark,Isurus oxyrinchus,1998/1999,1999,2,103,0,7,0.3,,
Shimoni,Mako Shark,Isurus oxyrinchus,1998/1999,1999,1,77,1,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1998/1999,1999,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,1998/1999,1999,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1998/1999,1999,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,1999/2000,2000,2,397.4,0,7,0.3,,
Watamu,Mako Shark,Isurus oxyrinchus,1999/2000,2000,7,60,6,7,1.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,1999/2000,2000,1,32,0,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,1999/2000,2000,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,1999/2000,2000,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,1999/2000,2000,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2000/2001,2001,2,125,1,7,0.3,,
Watamu,Mako Shark,Isurus oxyrinchus,2000/2001,2001,1,?,1,7,0.1,,
Shimoni,Mako Shark,Isurus oxyrinchus,2000/2001,2001,1,135,1,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2000/2001,2001,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2000/2001,2001,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2000/2001,2001,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2001/2002,2002,0,0,0,7,0.0,,
Watamu,Mako Shark,Isurus oxyrinchus,2001/2002,2002,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2001/2002,2002,1,36,1,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2001/2002,2002,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2001/2002,2002,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2001/2002,2002,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2002/2003,2003,2,218,1,7,0.3,,
Watamu,Mako Shark,Isurus oxyrinchus,2002/2003,2003,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2002/2003,2003,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2002/2003,2003,0,0,0,7,0.0,,
