zone,fish_type,species,season,year,number_of_boated_catch,weight_in_kgs,tagged_fish,hours,cpue,released_weight_weight_boated,calculated_length,wrong_entry,average_weight,release_weight
Watamu,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,52,13512,48,7,7.4,,,no,259.85,12472
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,3,795,3,7,0.4,,,no,265,795
Watamu,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,12,3452.5,4,7,1.7,,,no,287.71,1150
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,15,3885,15,7,2.1,,,no,259,3885
Watamu,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,21,4912,17,7,3,,,no,233.9,3976
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,18,4080,18,7,2.6,,,no,226.67,4080
Watamu,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,4,635,4,7,0.6,,,no,158.75,635
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,2,350,2,7,0.3,,,no,175,350
Watamu,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,3,700,1,7,0.4,,,no,233.33,233
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,3,660,3,7,0.4,,,no,220,660
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,4,820,4,7,0.6,,,no,205,820
Watamu,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,5,1574,5,7,0.7,,,no,314.8,1574
Watamu,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,1,270,0,7,0.1,,,no,270,0
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,3,470,0,7,0.4,,,no,156.67,0
Watamu,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,7,1450,7,7,1,,,no,207.14,1449
Shimoni,Wahoo,Acanthocybium solandri,1990/1991,1991,55,574,0,7,7.9,,,no,10.44,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1990/1991,1991,88,930,0,7,12.6,,,no,10.57,0
Kilifi,Wahoo,Acanthocybium solandri,1990/1991,1991,11,97,0,7,1.6,,,no,8.82,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1990/1991,1992,421,3987,0,7,60.1,,,no,9.47,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1991/1992,1992,571,6117.5,0,7,81.6,,,no,10.71,0
Watamu,Wahoo,Acanthocybium solandri,1990/1991,1992,523,4927,0,7,74.7,,,no,9.42,0
Watamu,Wahoo,Acanthocybium solandri,1991/1992,1992,549,6169,0,7,78.4,,,no,11.24,0
Shimoni,Wahoo,Acanthocybium solandri,1991/1992,1992,88,967.5,0,7,12.6,,,no,10.99,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1991/1992,1992,160,2081,0,7,22.9,,,no,13.01,0
Kilifi,Wahoo,Acanthocybium solandri,1991/1992,1992,29,377,0,7,4.1,,,no,13,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1990/1991,1992,25,266,0,7,3.6,,,no,10.64,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1991/1992,1992,40,586,0,7,5.7,,,no,14.65,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1992/1993,1993,784,8187.1,0,7,112,,,no,10.44,0
Watamu,Wahoo,Acanthocybium solandri,1992/1993,1993,553,6047,0,7,79,,,no,10.93,0
Shimoni,Wahoo,Acanthocybium solandri,1992/1993,1993,171,1884,0,7,24.4,,,no,11.02,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1992/1993,1993,191,2445.2,0,7,27.3,,,no,12.8,0
Kilifi,Wahoo,Acanthocybium solandri,1992/1993,1993,13,182,0,7,1.9,,,no,14,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1992/1993,1993,64,7725,0,7,9.1,,,no,120.7,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1993/1994,1994,587,5835.2,2,7,83.9,,,no,9.94,19
Watamu,Wahoo,Acanthocybium solandri,1993/1994,1994,502,5244,0,7,71.7,,,no,10.45,0
Shimoni,Wahoo,Acanthocybium solandri,1993/1994,1994,83,995.1,0,7,11.9,,,no,11.99,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1993/1994,1994,111,1469.5,2,7,15.9,,,no,13.24,26
Kilifi,Wahoo,Acanthocybium solandri,1993/1994,1994,27,296,0,7,3.9,,,no,10.96,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1993/1994,1994,31,320,0,7,4.4,,,no,10.32,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1994/1995,1995,416,4345,0,7,59.4,,,no,10.44,0
Watamu,Wahoo,Acanthocybium solandri,1994/1995,1995,787,8361,0,7,112.4,,,no,10.62,0
Shimoni,Wahoo,Acanthocybium solandri,1994/1995,1995,155,1464,0,7,22.1,,,no,9.45,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1994/1995,1995,165,2162,0,7,23.6,,,no,13.1,0
Kilifi,Wahoo,Acanthocybium solandri,1994/1995,1995,29,337,0,7,4.1,,,no,11.62,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1994/1995,1995,19,252,0,7,2.7,,,no,13.26,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1995/1996,1996,490,4861,1,7,70,,,no,9.92,9
Watamu,Wahoo,Acanthocybium solandri,1995/1996,1996,566,6684,0,7,80.9,,,no,11.81,0
Shimoni,Wahoo,Acanthocybium solandri,1995/1996,1996,164,2040,0,7,23.4,,,no,12.44,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1995/1996,1996,173,2212,0,7,24.7,,,no,12.79,0
Kilifi,Wahoo,Acanthocybium solandri,1995/1996,1996,12,161,0,7,1.7,,,no,13.42,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1995/1996,1996,25,297,0,7,3.6,,,no,11.88,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1996/1997,1997,421,4647,0,7,60.1,,,no,11.04,0
Watamu,Wahoo,Acanthocybium solandri,1996/1997,1997,436,5179,0,7,62.3,,,no,11.88,0
Shimoni,Wahoo,Acanthocybium solandri,1996/1997,1997,84,983,0,7,12,,,no,11.7,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1996/1997,1997,88,1212,0,7,12.6,,,no,13.77,0
Kilifi,Wahoo,Acanthocybium solandri,1996/1997,1997,12,130,0,7,1.7,,,no,10.83,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1996/1997,1997,31,385,0,7,4.4,,,no,12.42,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1997/1998,1998,353,4213.9,1,7,50.4,,,no,11.94,11
Watamu,Wahoo,Acanthocybium solandri,1997/1998,1998,446,5016,1,7,63.7,,,no,11.25,11
Shimoni,Wahoo,Acanthocybium solandri,1997/1998,1998,200,2170.7,0,7,28.6,,,no,10.85,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1997/1998,1998,78,698,0,7,11.1,,,no,8.95,0
Kilifi,Wahoo,Acanthocybium solandri,1997/1998,1998,23,294,0,7,3.3,,,no,12.78,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1997/1998,1998,13,178,0,7,1.9,,,no,13.69,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1998/1999,1999,695,6282,0,7,99.3,,,no,9.04,0
Watamu,Wahoo,Acanthocybium solandri,1998/1999,1999,898,8395,0,7,128.3,,,no,9.35,0
Shimoni,Wahoo,Acanthocybium solandri,1998/1999,1999,103,1043,0,7,14.7,,,no,10.13,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1998/1999,1999,85,835,0,7,12.1,,,no,9.82,0
Kilifi,Wahoo,Acanthocybium solandri,1998/1999,1999,32,268,0,7,4.6,,,no,8.38,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1998/1999,1999,11,137,0,7,1.6,,,no,12.45,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1999/2000,2000,768,9059.4,0,7,109.7,,,no,11.8,0
Watamu,Wahoo,Acanthocybium solandri,1999/2000,2000,463,5371,0,7,66.1,,,no,11.6,0
Shimoni,Wahoo,Acanthocybium solandri,1999/2000,2000,56,666,0,7,8,,,no,11.89,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1999/2000,2000,87,1099,0,7,12.4,,,no,12.63,0
Kilifi,Wahoo,Acanthocybium solandri,1999/2000,2000,19,238,0,7,2.7,,,no,12.53,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1999/2000,2000,51,668,0,7,7.3,,,no,13.1,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2000/2001,2001,522,5463,0,7,74.6,,,no,10.47,0
Watamu,Wahoo,Acanthocybium solandri,2000/2001,2001,489,5063,0,7,69.9,,,no,10.35,0
Shimoni,Wahoo,Acanthocybium solandri,2000/2001,2001,97,1206,0,7,13.9,,,no,12.43,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2000/2001,2001,61,773,0,7,8.7,,,no,12.67,0
Kilifi,Wahoo,Acanthocybium solandri,2000/2001,2001,38,302,0,7,5.4,,,no,7.95,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2000/2001,2001,45,542,0,7,6.4,,,no,12.04,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2001/2002,2002,400,4736,0,7,57.1,,,no,11.84,0
Watamu,Wahoo,Acanthocybium solandri,2001/2002,2002,889,12833,0,7,127,,,no,14.44,0
Shimoni,Wahoo,Acanthocybium solandri,2001/2002,2002,40,454,0,7,5.7,,,no,11.35,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2001/2002,2002,58,803,0,7,8.3,,,no,13.84,0
Kilifi,Wahoo,Acanthocybium solandri,2001/2002,2002,11,126,0,7,1.6,,,no,11.45,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2001/2002,2002,45,542,0,7,6.4,,,no,12.04,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2002/2003,2003,616,6754,0,7,88,,,no,10.96,0
Watamu,Wahoo,Acanthocybium solandri,2002/2003,2003,656,7549,0,7,93.7,,,no,11.51,0
Shimoni,Wahoo,Acanthocybium solandri,2002/2003,2003,73,851,0,7,10.4,,,no,11.66,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2002/2003,2003,97,1178,0,7,13.9,,,no,12.14,0
Kilifi,Wahoo,Acanthocybium solandri,2002/2003,2003,24,243,0,7,3.4,,,no,10.12,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2002/2003,2003,53,759,0,7,7.6,,,no,14.32,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2003/2004,2004,526,5974.7,0,7,75.1,,,no,11.36,0
Watamu,Wahoo,Acanthocybium solandri,2003/2004,2004,478,6212.5,0,7,68.3,,,no,13,0
Shimoni,Wahoo,Acanthocybium solandri,2003/2004,2004,68,854,0,7,9.7,,,no,12.56,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2003/2004,2004,91,1006.7,0,7,13,,,no,11.06,0
Kilifi,Wahoo,Acanthocybium solandri,2003/2004,2004,63,349,0,7,9,,,no,5.54,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2003/2004,2004,94,1114,0,7,13.4,,,no,11.85,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2004/2005,2005,221,2957.3,0,7,31.6,,,no,13.38,0
Watamu,Wahoo,Acanthocybium solandri,2004/2005,2005,439,6698,0,7,62.7,,,no,15.26,0
Shimoni,Wahoo,Acanthocybium solandri,2004/2005,2005,21,275,0,7,3,,,no,13.1,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2004/2005,2005,47,576,0,7,6.7,,,no,12.26,0
Kilifi,Wahoo,Acanthocybium solandri,2004/2005,2005,15,180,0,7,2.1,,,no,12,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2004/2005,2005,37,389,0,7,5.3,,,no,10.51,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2005/2006,2006,34,430,0,7,4.9,,,no,12.65,0
Watamu,Wahoo,Acanthocybium solandri,2005/2006,2006,269,4069.5,0,7,38.4,,,no,15.13,0
Shimoni,Wahoo,Acanthocybium solandri,2005/2006,2006,41,455.5,0,7,5.9,,,no,11.11,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2005/2006,2006,44,376.2,0,7,6.3,,,no,8.55,0
Kilifi,Wahoo,Acanthocybium solandri,2005/2006,2006,3,27,0,7,0.4,,,no,9,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2005/2006,2006,26,302,0,7,3.7,,,no,11.62,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2006/2007,2007,369,3688.5,0,7,52.7,,,no,10,0
Watamu,Wahoo,Acanthocybium solandri,2006/2007,2007,554,6238.5,0,7,79.1,,,no,11.26,0
Shimoni,Wahoo,Acanthocybium solandri,2006/2007,2007,23,221.5,1,7,3.3,,,no,9.63,9
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2006/2007,2007,27,321.3,0,7,3.9,,,no,11.9,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2006/2007,2007,31,340,0,7,4.4,,,no,10.97,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2007/2008,2008,556,5205,0,7,79.4,,,no,9.36,0
Watamu,Wahoo,Acanthocybium solandri,2007/2008,2008,486,4851,0,7,69.4,,,no,9.98,0
Shimoni,Wahoo,Acanthocybium solandri,2007/2008,2008,38,312.9,0,7,5.4,,,no,8.23,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2007/2008,2008,15,178,0,7,2.1,,,no,11.87,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2007/2008,2008,59,573,0,7,8.4,,,no,9.71,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2008/2009,2009,287,3113,0,7,41,,,no,10.85,0
Watamu,Wahoo,Acanthocybium solandri,2008/2009,2009,438,5837,0,7,62.6,,,no,13.33,0
Shimoni,Wahoo,Acanthocybium solandri,2008/2009,2009,12,115.5,0,7,1.7,,,no,9.62,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2008/2009,2009,68,1017,0,7,9.7,,,no,14.96,0
Kilifi,Wahoo,Acanthocybium solandri,2008/2009,2009,4,30,0,7,0.6,,,no,7.5,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2008/2009,2009,34,10,0,7,4.9,,,no,0.29,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2009/2010,2010,612,5539,0,7,87.4,,,no,9.05,0
Watamu,Wahoo,Acanthocybium solandri,2009/2010,2010,438,5837,2,7,62.6,,,no,13.33,26
Shimoni,Wahoo,Acanthocybium solandri,2009/2010,2010,14,129.6,0,7,2,,,no,9.26,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2009/2010,2010,53,482.5,0,7,7.6,,,no,9.1,0
Kilifi,Wahoo,Acanthocybium solandri,2009/2010,2010,223,173,0,7,31.9,,,no,0.78,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2009/2010,2010,77,638,1,7,11,,,no,8.29,8
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2010/2011,2011,612,5539,0,7,87.4,,,no,9.05,0
Watamu,Wahoo,Acanthocybium solandri,2010/2011,2011,555,3716,2,7,79.3,,,no,6.7,13
Shimoni,Wahoo,Acanthocybium solandri,2010/2011,2011,14,129.6,0,7,2,,,no,9.26,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2010/2011,2011,53,482.5,0,7,7.6,,,no,9.1,0
Kilifi,Wahoo,Acanthocybium solandri,2010/2011,2011,223,173,0,7,31.9,,,no,0.78,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2010/2011,2011,77,638,1,7,11,,,no,8.29,8
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2011/2012,2012,578,5364,0,7,82.6,,,no,9.28,0
Watamu,Wahoo,Acanthocybium solandri,2011/2012,2012,328,2906,0,7,46.9,,,no,8.86,0
Shimoni,Wahoo,Acanthocybium solandri,2011/2012,2012,137,1198,0,7,19.6,,,no,8.74,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2011/2012,2012,61,547,0,7,8.7,,,no,8.97,0
Kilifi,Wahoo,Acanthocybium solandri,2011/2012,2012,22,245,0,7,3.1,,,no,11.14,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2011/2012,2012,52,498,0,7,7.4,,,no,9.58,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2012/2013,2013,504,3582,0,7,72,,,no,7.11,0
Watamu,Wahoo,Acanthocybium solandri,2012/2013,2013,357,2962,0,7,51,,,no,8.3,0
Shimoni,Wahoo,Acanthocybium solandri,2012/2013,2013,53,349,0,7,7.6,,,no,6.58,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2012/2013,2013,44,515,0,7,6.3,,,no,11.7,0
Kilifi,Wahoo,Acanthocybium solandri,2012/2013,2013,26,162.5,0,7,3.7,,,no,6.25,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2012/2013,2013,13,118,0,7,1.9,,,no,9.08,0
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2013/2014,2014,226,2216,0,7,32.3,,,no,9.81,0
Watamu,Wahoo,Acanthocybium solandri,2013/2014,2014,322,3224,0,7,46,,,no,10.01,0
Shimoni,Wahoo,Acanthocybium solandri,2013/2014,2014,68,541,0,7,9.7,,,no,7.96,0
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2013/2014,2014,71,727,0,7,10.1,,,no,10.24,0
Kilifi,Wahoo,Acanthocybium solandri,2013/2014,2014,8,86,0,7,1.1,,,no,10.75,0
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2013/2014,2014,25,258,0,7,3.6,,,no,10.32,0
Watamu,Wahoo,Acanthocybium solandri,2014/2015,2015,40,408,0,7,5.7,,,no,10.2,0
Shimoni,Wahoo,Acanthocybium solandri,2014/2015,2015,6,145,0,7,0.9,,,no,24.17,0
Kilifi,Wahoo,Acanthocybium solandri,2014/2015,2015,11,91,0,7,1.6,,,no,8.27,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1990/1991,1991,2669,18048,0,7,381.3,,,no,6.76,0
Watamu,Yellowfin tuna,Thunnus albacares,1990/1991,1991,2548,21019,0,7,364,,,no,8.25,0
Shimoni,Yellowfin tuna,Thunnus albacares,1990/1991,1991,398,6640,0,7,56.9,,,no,16.68,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1990/1991,1991,153,1046,0,7,21.9,,,no,6.84,0
Kilifi,Yellowfin tuna,Thunnus albacares,1990/1991,1991,31,302,0,7,4.4,,,no,9.74,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1990/1991,1991,338,2687,0,7,48.3,,,no,7.95,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1991/1992,1992,2969,20485,0,7,424.1,,,no,6.9,0
Watamu,Yellowfin tuna,Thunnus albacares,1991/1992,1992,3648,34821,0,7,521.1,,,no,9.55,0
Shimoni,Yellowfin tuna,Thunnus albacares,1991/1992,1992,307,5517,0,7,43.9,,,no,17.97,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1991/1992,1992,456,2731,0,7,65.1,,,no,5.99,0
Kilifi,Yellowfin tuna,Thunnus albacares,1991/1992,1992,270,1435,0,7,38.6,,,no,5.31,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1991/1992,1992,436,5406,0,7,62.3,,,no,12.4,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1992/1993,1993,3084,20978.4,7,7,440.6,,,no,6.8,47
Watamu,Yellowfin tuna,Thunnus albacares,1992/1993,1993,3605,38376,0,7,515,,,no,10.65,0
Shimoni,Yellowfin tuna,Thunnus albacares,1992/1993,1993,779,7829,0,7,111.3,,,no,10.05,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1992/1993,1993,480,4078.1,0,7,68.6,,,no,8.5,0
Kilifi,Yellowfin tuna,Thunnus albacares,1992/1993,1993,64,674,0,7,9.1,,,no,10.53,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1992/1993,1993,297,2477.25,0,7,42.4,,,no,8.34,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1993/1994,1994,3833,30794,77,7,547.6,,,no,8.03,618
Watamu,Yellowfin tuna,Thunnus albacares,1993/1994,1994,3377,38603.9,2,7,482.4,,,no,11.43,22
Shimoni,Yellowfin tuna,Thunnus albacares,1993/1994,1994,460,6787.8,0,7,65.7,,,no,14.76,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1993/1994,1994,456,2601.2,19,7,65.1,,,no,5.7,108
Kilifi,Yellowfin tuna,Thunnus albacares,1993/1994,1994,66,270.9,0,7,9.4,,,no,4.1,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1993/1994,1994,138,1076,0,7,19.7,,,no,7.8,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1994/1995,1995,2162,21776,0,7,308.9,,,no,10.07,0
Watamu,Yellowfin tuna,Thunnus albacares,1994/1995,1995,2361,32635,1,7,337.3,,,no,13.82,13
Shimoni,Yellowfin tuna,Thunnus albacares,1994/1995,1995,357,4231,0,7,51,,,no,11.85,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1994/1995,1995,241,1871,0,7,34.4,,,no,7.76,0
Kilifi,Yellowfin tuna,Thunnus albacares,1994/1995,1995,203,1351,0,7,29,,,no,6.66,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1994/1995,1995,138,1189,0,7,19.7,,,no,8.62,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1995/1996,1996,2816,32608,20,7,402.3,,,no,11.58,231
Watamu,Yellowfin tuna,Thunnus albacares,1995/1996,1996,2867,26675,2,7,409.6,,,no,9.3,18
Shimoni,Yellowfin tuna,Thunnus albacares,1995/1996,1996,431,5151,0,7,61.6,,,no,11.95,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1995/1996,1996,344,5860,0,7,49.1,,,no,17.03,0
Kilifi,Yellowfin tuna,Thunnus albacares,1995/1996,1996,151,1021,0,7,21.6,,,no,6.76,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1995/1996,1996,206,1604,0,7,29.4,,,no,7.79,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1996/1997,1997,1691,15670,0,7,241.6,,,no,9.27,0
Watamu,Yellowfin tuna,Thunnus albacares,1996/1997,1997,1578,18202,0,7,225.4,,,no,11.53,0
Shimoni,Yellowfin tuna,Thunnus albacares,1996/1997,1997,313,6023,0,7,44.7,,,no,19.24,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1996/1997,1997,127,964,0,7,18.1,,,no,7.59,0
Kilifi,Yellowfin tuna,Thunnus albacares,1996/1997,1997,97,490,0,7,13.9,,,no,5.05,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1996/1997,1997,95,660,0,7,13.6,,,no,6.95,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1997/1998,1998,2017,22998.1,7,7,288.1,,,no,11.4,79
Watamu,Yellowfin tuna,Thunnus albacares,1997/1998,1998,1636,18001,0,7,233.7,,,no,11,0
Shimoni,Yellowfin tuna,Thunnus albacares,1997/1998,1998,134,1022.8,0,7,19.1,,,no,7.63,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1997/1998,1998,207,1208,0,7,29.6,,,no,5.84,0
Kilifi,Yellowfin tuna,Thunnus albacares,1997/1998,1998,126,768,0,7,18,,,no,6.1,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1997/1998,1998,138,1350,0,7,19.7,,,no,9.78,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1998/1999,1999,876,9571,11,7,125.1,,,no,10.93,120
Watamu,Yellowfin tuna,Thunnus albacares,1998/1999,1999,745,5918,0,7,106.4,,,no,7.94,0
Shimoni,Yellowfin tuna,Thunnus albacares,1998/1999,1999,206,1109,0,7,29.4,,,no,5.38,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1998/1999,1999,184,659,0,7,26.3,,,no,3.58,0
Kilifi,Yellowfin tuna,Thunnus albacares,1998/1999,1999,52,177,0,7,7.4,,,no,3.4,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1998/1999,1999,85,642,0,7,12.1,,,no,7.55,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1999/2000,2000,982,11345,43,7,140.3,,,no,11.55,496
Watamu,Yellowfin tuna,Thunnus albacares,1999/2000,2000,504,4501,0,7,72,,,no,8.93,0
Shimoni,Yellowfin tuna,Thunnus albacares,1999/2000,2000,107,548,0,7,15.3,,,no,5.12,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1999/2000,2000,94,550,0,7,13.4,,,no,5.85,0
Kilifi,Yellowfin tuna,Thunnus albacares,1999/2000,2000,56,295,0,7,8,,,no,5.27,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1999/2000,2000,151,1265,0,7,21.6,,,no,8.38,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2000/2001,2001,2833,27012,0,7,404.7,,,no,9.53,0
Watamu,Yellowfin tuna,Thunnus albacares,2000/2001,2001,2744,27879,0,7,392,,,no,10.16,0
Shimoni,Yellowfin tuna,Thunnus albacares,2000/2001,2001,122,1180,0,7,17.4,,,no,9.67,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2000/2001,2001,258,1856,0,7,36.9,,,no,7.19,0
Kilifi,Yellowfin tuna,Thunnus albacares,2000/2001,2001,156,553,0,7,22.3,,,no,3.54,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2000/2001,2001,287,4754,0,7,41,,,no,16.56,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2001/2002,2002,2417,26192,29,7,345.3,,,no,10.84,314
Watamu,Yellowfin tuna,Thunnus albacares,2001/2002,2002,2845,46051,57,7,406.4,,,no,16.19,922
Shimoni,Yellowfin tuna,Thunnus albacares,2001/2002,2002,155,1682,0,7,22.1,,,no,10.85,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2001/2002,2002,535,4395,0,7,76.4,,,no,8.21,0
Kilifi,Yellowfin tuna,Thunnus albacares,2001/2002,2002,641,3748,0,7,91.6,,,no,5.85,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2001/2002,2002,316,3650,0,7,45.1,,,no,11.55,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2002/2003,2003,5126,57150,14,7,732.3,,,no,11.15,156
Watamu,Yellowfin tuna,Thunnus albacares,2002/2003,2003,3756,37719,0,7,536.6,,,no,10.04,0
Shimoni,Yellowfin tuna,Thunnus albacares,2002/2003,2003,135,1591,0,7,19.3,,,no,11.79,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2002/2003,2003,683,7068,0,7,97.6,,,no,10.35,0
Kilifi,Yellowfin tuna,Thunnus albacares,2002/2003,2003,160,3575,0,7,22.9,,,no,22.34,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2002/2003,2003,657,6995,0,7,93.9,,,no,10.65,0
